X,ScientificName,latitude,longitude,GRA,MAC,MCC,RMM,SAG,SCR
13014,Oligosoma maccanni,-44.14505926,169.5316615,0,0,1,0,0,0
13015,Oligosoma maccanni,-45.28842701,170.5352884,0,0,1,0,0,0
13016,Oligosoma maccanni,-45.31021371,170.4822801,0,0,1,0,0,0
13017,Oligosoma maccanni,-45.34092676,170.4694685,0,0,1,0,0,0
13018,Oligosoma maccanni,-45.48048111,170.4787347,0,0,1,0,0,0
13019,Oligosoma maccanni,-45.50885872,170.5706249,0,0,1,0,0,0
13020,Oligosoma maccanni,-45.29079871,170.4255934,0,0,1,0,0,0
13021,Oligosoma maccanni,-45.23420919,170.321766,0,0,1,0,0,0
13022,Oligosoma maccanni,-45.22142032,170.3968941,0,0,1,0,0,0
13023,Oligosoma maccanni,-45.308024,170.4294008,0,0,1,0,0,0
13024,Oligosoma maccanni,-45.37174591,170.4707616,0,0,1,0,0,0
13025,Oligosoma maccanni,-45.43477204,170.2996551,0,0,1,0,0,0
13026,Oligosoma maccanni,-45.34198408,170.4691595,0,0,1,0,0,0
13027,Oligosoma maccanni,-45.30808093,170.3557621,0,0,1,0,0,0
13028,Oligosoma maccanni,-45.26475077,170.3297195,0,0,1,0,0,0
13029,Oligosoma maccanni,-45.3026516,170.3356099,0,0,1,0,0,0
13030,Oligosoma maccanni,-45.50686668,168.671959,0,0,1,0,0,0
13031,Oligosoma maccanni,-43.75653305,172.5856338,0,0,1,0,0,0
13032,Oligosoma maccanni,-43.86613404,172.5465402,0,0,1,0,0,0
13033,Oligosoma maccanni,-44.82595812,169.0745923,0,0,1,0,0,0
13034,Oligosoma maccanni,-45.61056695,168.1451494,0,0,1,0,0,0
13035,Oligosoma maccanni,-45.27230381,169.4412476,0,0,1,0,0,0
13036,Oligosoma maccanni,-45.36527487,169.3547334,0,0,1,0,0,0
13037,Oligosoma maccanni,-45.39885021,169.3272661,0,0,1,0,0,0
13038,Oligosoma maccanni,-45.1573225,168.79686,0,0,1,0,0,0
13039,Oligosoma maccanni,-45.11589255,168.8406526,0,0,1,0,0,0
13040,Oligosoma maccanni,-45.42533686,169.5256706,0,0,1,0,0,0
13041,Oligosoma maccanni,-45.56884675,169.5389919,0,0,1,0,0,0
13042,Oligosoma maccanni,-45.57022278,169.522052,0,0,1,0,0,0
13043,Oligosoma maccanni,-45.43484534,170.5036495,0,0,1,0,0,0
13044,Oligosoma maccanni,-44.30374368,170.1309814,0,0,1,0,0,0
13045,Oligosoma maccanni,-44.31201106,170.1054406,0,0,1,0,0,0
13046,Oligosoma maccanni,-44.36755867,170.0852535,0,0,1,0,0,0
13047,Oligosoma maccanni,-44.29981916,169.8835268,0,0,1,0,0,0
13048,Oligosoma maccanni,-44.18588025,170.034527,0,0,1,0,0,0
13049,Oligosoma maccanni,-44.25688226,170.0247453,0,0,1,0,0,0
13050,Oligosoma maccanni,-45.31056636,170.3962188,0,0,1,0,0,0
13051,Oligosoma maccanni,-44.37230732,169.9780135,0,0,1,0,0,0
13052,Oligosoma maccanni,-44.29226928,169.9789646,0,0,1,0,0,0
13053,Oligosoma maccanni,-44.22707834,169.927874,0,0,1,0,0,0
13054,Oligosoma maccanni,-44.33656814,170.1276231,0,0,1,0,0,0
13055,Oligosoma maccanni,-44.30986088,170.1322625,0,0,1,0,0,0
13056,Oligosoma maccanni,-44.26621544,170.1621764,0,0,1,0,0,0
13057,Oligosoma maccanni,-44.38348693,170.0695448,0,0,1,0,0,0
13058,Oligosoma maccanni,-44.33034448,170.1256871,0,0,1,0,0,0
13059,Oligosoma maccanni,-45.3636736,170.4355158,0,0,1,0,0,0
13060,Oligosoma maccanni,-44.04802447,169.862881,0,0,1,0,0,0
13061,Oligosoma maccanni,-45.3623335,168.739374,0,0,1,0,0,0
13062,Oligosoma maccanni,-44.47604974,170.2292624,0,0,1,0,0,0
13063,Oligosoma maccanni,-44.02327941,170.0550635,0,0,1,0,0,0
13064,Oligosoma maccanni,-44.14470007,169.5595137,0,0,1,0,0,0
13065,Oligosoma maccanni,-45.47173315,170.4160926,0,0,1,0,0,0
13066,Oligosoma maccanni,-44.42126074,169.6395108,0,0,1,0,0,0
13067,Oligosoma maccanni,-44.63041902,170.0829984,0,0,1,0,0,0
13068,Oligosoma maccanni,-45.38505547,170.3968256,0,0,1,0,0,0
13069,Oligosoma maccanni,-45.42632412,170.4195936,0,0,1,0,0,0
13070,Oligosoma maccanni,-45.34505172,170.391731,0,0,1,0,0,0
13071,Oligosoma maccanni,-45.3003085,170.4365355,0,0,1,0,0,0
13072,Oligosoma maccanni,-45.38803034,170.3835462,0,0,1,0,0,0
13073,Oligosoma maccanni,-45.33543342,170.3619538,0,0,1,0,0,0
13074,Oligosoma maccanni,-45.58617582,170.3905232,0,0,1,0,0,0
13075,Oligosoma maccanni,-45.48359557,170.3759772,0,0,1,0,0,0
13076,Oligosoma maccanni,-45.65231891,170.3447554,0,0,1,0,0,0
13077,Oligosoma maccanni,-45.592107,170.4107998,0,0,1,0,0,0
13078,Oligosoma maccanni,-45.56093104,170.4094905,0,0,1,0,0,0
13079,Oligosoma maccanni,-45.45404865,170.4124481,0,0,1,0,0,0
13080,Oligosoma maccanni,-45.57547882,170.3405007,0,0,1,0,0,0
13081,Oligosoma maccanni,-45.57141233,170.2963071,0,0,1,0,0,0
13082,Oligosoma maccanni,-45.42164298,170.2984218,0,0,1,0,0,0
13083,Oligosoma maccanni,-45.49485839,170.4235583,0,0,1,0,0,0
13084,Oligosoma maccanni,-44.34325003,170.1425703,0,0,1,0,0,0
13085,Oligosoma maccanni,-44.35864514,169.8676139,0,0,1,0,0,0
13086,Oligosoma maccanni,-44.24818655,170.0093668,0,0,1,0,0,0
13087,Oligosoma maccanni,-45.38801599,170.6688504,0,0,1,0,0,0
13088,Oligosoma maccanni,-45.41535583,170.5956245,0,0,1,0,0,0
13089,Oligosoma maccanni,-45.40571251,170.53296,0,0,1,0,0,0
13090,Oligosoma maccanni,-45.34234197,170.5725888,0,0,1,0,0,0
13091,Oligosoma maccanni,-45.35536947,170.5188438,0,0,1,0,0,0
13092,Oligosoma maccanni,-45.5111038,170.5337855,0,0,1,0,0,0
13093,Oligosoma maccanni,-45.35047528,170.5322908,0,0,1,0,0,0
13094,Oligosoma maccanni,-45.41423349,170.3923882,0,0,1,0,0,0
13095,Oligosoma maccanni,-45.44398148,170.4362536,0,0,1,0,0,0
13096,Oligosoma maccanni,-45.42805373,170.485796,0,0,1,0,0,0
13097,Oligosoma maccanni,-45.52366054,170.5239958,0,0,1,0,0,0
13098,Oligosoma maccanni,-45.31379086,170.5569874,0,0,1,0,0,0
13099,Oligosoma maccanni,-45.49164919,170.5837586,0,0,1,0,0,0
13100,Oligosoma maccanni,-45.41565332,170.5711309,0,0,1,0,0,0
13101,Oligosoma maccanni,-44.31446559,169.5724609,0,0,1,0,0,0
13102,Oligosoma maccanni,-43.844776,170.4058328,0,0,1,0,0,0
13103,Oligosoma maccanni,-43.92964827,170.0726313,0,0,1,0,0,0
13104,Oligosoma maccanni,-43.96806969,170.1552272,0,0,1,0,0,0
13105,Oligosoma maccanni,-43.98611536,170.137433,0,0,1,0,0,0
13106,Oligosoma maccanni,-45.43272057,170.4379407,0,0,1,0,0,0
13107,Oligosoma maccanni,-45.44936284,170.4425883,0,0,1,0,0,0
13108,Oligosoma maccanni,-45.4052706,170.467334,0,0,1,0,0,0
13109,Oligosoma maccanni,-45.51068027,170.4429166,0,0,1,0,0,0
13110,Oligosoma maccanni,-45.39696661,170.3542093,0,0,1,0,0,0
13111,Oligosoma maccanni,-45.54733259,170.3579793,0,0,1,0,0,0
13112,Oligosoma maccanni,-45.3382587,170.4810954,0,0,1,0,0,0
13113,Oligosoma maccanni,-45.55419937,170.4152552,0,0,1,0,0,0
13114,Oligosoma maccanni,-45.36895637,170.4046877,0,0,1,0,0,0
13115,Oligosoma maccanni,-44.19746129,170.0156614,0,0,1,0,0,0
13116,Oligosoma maccanni,-44.10199429,170.0158559,0,0,1,0,0,0
13117,Oligosoma maccanni,-44.22580805,170.0058699,0,0,1,0,0,0
13118,Oligosoma maccanni,-44.28328242,169.8839748,0,0,1,0,0,0
13119,Oligosoma maccanni,-45.38450397,170.4616497,0,0,1,0,0,0
13120,Oligosoma maccanni,-45.39141313,170.4770823,0,0,1,0,0,0
13121,Oligosoma maccanni,-45.38686552,170.4981969,0,0,1,0,0,0
13122,Oligosoma maccanni,-45.52903232,170.4882036,0,0,1,0,0,0
13123,Oligosoma maccanni,-45.51568879,170.379011,0,0,1,0,0,0
13124,Oligosoma maccanni,-45.36821988,170.5224084,0,0,1,0,0,0
13125,Oligosoma maccanni,-45.57019787,170.3531919,0,0,1,0,0,0
13126,Oligosoma maccanni,-45.33060701,170.3926593,0,0,1,0,0,0
13127,Oligosoma maccanni,-45.48309017,170.4561964,0,0,1,0,0,0
13128,Oligosoma maccanni,-45.00081858,169.9814316,0,0,1,0,0,0
13129,Oligosoma maccanni,-44.97787886,170.0154368,0,0,1,0,0,0
13130,Oligosoma maccanni,-44.96262082,169.8955137,0,0,1,0,0,0
13131,Oligosoma maccanni,-45.00362657,169.8986415,0,0,1,0,0,0
13132,Oligosoma maccanni,-44.93280336,169.9772312,0,0,1,0,0,0
13133,Oligosoma maccanni,-45.4929415,169.9256777,0,0,1,0,0,0
13134,Oligosoma maccanni,-45.5057342,170.5459261,0,0,1,0,0,0
13135,Oligosoma maccanni,-43.90634264,170.2091313,0,0,1,0,0,0
13136,Oligosoma maccanni,-45.26190552,170.4755894,0,0,1,0,0,0
13137,Oligosoma maccanni,-45.40158961,170.5296064,0,0,1,0,0,0
13138,Oligosoma maccanni,-45.71348607,168.5433074,0,0,1,0,0,0
13139,Oligosoma maccanni,-45.75472275,168.0913734,0,0,1,0,0,0
13140,Oligosoma maccanni,-45.62643052,169.1477895,0,0,1,0,0,0
13141,Oligosoma maccanni,-46.33165686,169.5052778,0,0,1,0,0,0
13142,Oligosoma maccanni,-44.68233821,169.5543665,0,0,1,0,0,0
13143,Oligosoma maccanni,-44.59354121,169.562466,0,0,1,0,0,0
13144,Oligosoma maccanni,-44.63200935,169.702714,0,0,1,0,0,0
13145,Oligosoma maccanni,-44.62056392,169.6282219,0,0,1,0,0,0
13146,Oligosoma maccanni,-44.64230007,169.6371211,0,0,1,0,0,0
13147,Oligosoma maccanni,-44.65963245,169.0877643,0,0,1,0,0,0
13148,Oligosoma maccanni,-44.72464787,169.1460801,0,0,1,0,0,0
13149,Oligosoma maccanni,-44.65315291,169.0403862,0,0,1,0,0,0
13150,Oligosoma maccanni,-44.1832882,170.4807627,0,0,1,0,0,0
13151,Oligosoma maccanni,-44.26292757,170.2377225,0,0,1,0,0,0
13152,Oligosoma maccanni,-45.42942183,170.4927254,0,0,1,0,0,0
13153,Oligosoma maccanni,-44.34883047,170.1387682,0,0,1,0,0,0
13154,Oligosoma maccanni,-45.31299304,170.6551738,0,0,1,0,0,0
13155,Oligosoma maccanni,-44.74887866,169.6085727,0,0,1,0,0,0
13156,Oligosoma maccanni,-44.67815278,169.5158692,0,0,1,0,0,0
13157,Oligosoma maccanni,-44.61614593,169.4644405,0,0,1,0,0,0
13158,Oligosoma maccanni,-44.58292151,169.5596314,0,0,1,0,0,0
13159,Oligosoma maccanni,-44.61757916,169.6068911,0,0,1,0,0,0
13160,Oligosoma maccanni,-44.77390171,169.555114,0,0,1,0,0,0
13161,Oligosoma maccanni,-44.69360759,169.3058035,0,0,1,0,0,0
13162,Oligosoma maccanni,-44.74524383,169.4397397,0,0,1,0,0,0
13163,Oligosoma maccanni,-44.61449835,169.4420575,0,0,1,0,0,0
13164,Oligosoma maccanni,-44.59333946,169.4863131,0,0,1,0,0,0
13165,Oligosoma maccanni,-44.76211144,169.5359061,0,0,1,0,0,0
13166,Oligosoma maccanni,-44.57815661,169.53176,0,0,1,0,0,0
13167,Oligosoma maccanni,-44.55636752,169.5928463,0,0,1,0,0,0
13168,Oligosoma maccanni,-44.56243541,169.518184,0,0,1,0,0,0
13169,Oligosoma maccanni,-44.60237669,169.5836804,0,0,1,0,0,0
13170,Oligosoma maccanni,-44.74265404,169.5098298,0,0,1,0,0,0
13171,Oligosoma maccanni,-44.57628157,169.4520241,0,0,1,0,0,0
13172,Oligosoma maccanni,-44.56060633,169.5929254,0,0,1,0,0,0
13173,Oligosoma maccanni,-44.65320012,169.5561722,0,0,1,0,0,0
13174,Oligosoma maccanni,-44.66204289,169.5542866,0,0,1,0,0,0
13175,Oligosoma maccanni,-44.68188065,169.4871908,0,0,1,0,0,0
13176,Oligosoma maccanni,-45.43483291,169.3224418,0,0,1,0,0,0
13177,Oligosoma maccanni,-45.36332321,169.3935917,0,0,1,0,0,0
13178,Oligosoma maccanni,-45.28011706,169.3349355,0,0,1,0,0,0
13179,Oligosoma maccanni,-45.59995472,169.613947,0,0,1,0,0,0
13180,Oligosoma maccanni,-45.43664373,169.4793773,0,0,1,0,0,0
13181,Oligosoma maccanni,-45.36288906,170.8513694,0,0,1,0,0,0
13182,Oligosoma maccanni,-45.49710051,168.7639621,0,0,1,0,0,0
13183,Oligosoma maccanni,-45.39033159,168.3415747,0,0,1,0,0,0
13184,Oligosoma maccanni,-45.28812966,168.2909311,0,0,1,0,0,0
13185,Oligosoma maccanni,-45.32594098,168.3208419,0,0,1,0,0,0
13186,Oligosoma maccanni,-44.9586066,170.0969944,0,0,1,0,0,0
13187,Oligosoma maccanni,-44.87490598,170.1747166,0,0,1,0,0,0
13188,Oligosoma maccanni,-45.01237905,170.1025231,0,0,1,0,0,0
13189,Oligosoma maccanni,-44.96854403,170.0742616,0,0,1,0,0,0
13190,Oligosoma maccanni,-45.95400992,168.5881625,0,0,1,0,0,0
13191,Oligosoma maccanni,-46.09785005,168.5422563,0,0,1,0,0,0
13192,Oligosoma maccanni,-45.55255108,168.5099561,0,0,1,0,0,0
13193,Oligosoma maccanni,-44.13013884,170.2599655,0,0,1,0,0,0
13194,Oligosoma maccanni,-46.04705745,168.8127239,0,0,1,0,0,0
13195,Oligosoma maccanni,-46.09239193,168.9282055,0,0,1,0,0,0
13196,Oligosoma maccanni,-45.8804596,168.5304254,0,0,1,0,0,0
13197,Oligosoma maccanni,-45.93025253,168.8589517,0,0,1,0,0,0
13198,Oligosoma maccanni,-44.48965691,169.1452767,0,0,1,0,0,0
13199,Oligosoma maccanni,-44.36972329,169.2904178,0,0,1,0,0,0
13200,Oligosoma maccanni,-43.95454968,170.587115,0,0,1,0,0,0
13201,Oligosoma maccanni,-44.75816922,170.2794213,0,0,1,0,0,0
13202,Oligosoma maccanni,-44.74505807,170.2009796,0,0,1,0,0,0
13203,Oligosoma maccanni,-44.8625155,170.1683138,0,0,1,0,0,0
13204,Oligosoma maccanni,-44.74557237,170.2106245,0,0,1,0,0,0
13205,Oligosoma maccanni,-44.89732816,170.0620752,0,0,1,0,0,0
13206,Oligosoma maccanni,-45.0985192,169.1600943,0,0,1,0,0,0
13207,Oligosoma maccanni,-44.76251037,169.4164179,0,0,1,0,0,0
13208,Oligosoma maccanni,-44.83817961,169.364863,0,0,1,0,0,0
13209,Oligosoma maccanni,-44.89442301,169.9883026,0,0,1,0,0,0
13210,Oligosoma maccanni,-44.91845659,169.983649,0,0,1,0,0,0
13211,Oligosoma maccanni,-44.90947316,169.9731715,0,0,1,0,0,0
13212,Oligosoma maccanni,-44.83080046,169.8359065,0,0,1,0,0,0
13213,Oligosoma maccanni,-44.9785141,169.9456286,0,0,1,0,0,0
13214,Oligosoma maccanni,-44.9807763,169.891182,0,0,1,0,0,0
13215,Oligosoma maccanni,-44.80845042,169.8474038,0,0,1,0,0,0
13216,Oligosoma maccanni,-44.76071096,169.9818684,0,0,1,0,0,0
13217,Oligosoma maccanni,-44.88159172,169.8251407,0,0,1,0,0,0
13218,Oligosoma maccanni,-44.86554717,170.2239072,0,0,1,0,0,0
13219,Oligosoma maccanni,-44.94610117,170.2990946,0,0,1,0,0,0
13220,Oligosoma maccanni,-44.80797895,170.165112,0,0,1,0,0,0
13221,Oligosoma maccanni,-44.78099537,170.2057081,0,0,1,0,0,0
13222,Oligosoma maccanni,-44.92829419,170.368071,0,0,1,0,0,0
13223,Oligosoma maccanni,-44.91066318,170.3388231,0,0,1,0,0,0
13224,Oligosoma maccanni,-45.04767657,170.4539024,0,0,1,0,0,0
13225,Oligosoma maccanni,-44.75251425,169.0683105,0,0,1,0,0,0
13226,Oligosoma maccanni,-44.75840639,169.0688885,0,0,1,0,0,0
13227,Oligosoma maccanni,-45.7163573,167.7276475,0,0,1,0,0,0
13228,Oligosoma maccanni,-45.62081832,167.6952135,0,0,1,0,0,0
13229,Oligosoma maccanni,-45.80296974,167.8668855,0,0,1,0,0,0
13230,Oligosoma maccanni,-45.61894577,167.6977685,0,0,1,0,0,0
13231,Oligosoma maccanni,-45.70541189,167.7104865,0,0,1,0,0,0
13232,Oligosoma maccanni,-45.83323431,167.6612301,0,0,1,0,0,0
13233,Oligosoma maccanni,-44.88828195,169.9361094,0,0,1,0,0,0
13234,Oligosoma maccanni,-44.91746876,169.8592841,0,0,1,0,0,0
13235,Oligosoma maccanni,-44.86735615,169.7633063,0,0,1,0,0,0
13236,Oligosoma maccanni,-44.8186937,169.8752406,0,0,1,0,0,0
13237,Oligosoma maccanni,-44.80742102,169.9564993,0,0,1,0,0,0
13238,Oligosoma maccanni,-44.81820514,168.6032941,0,0,1,0,0,0
13239,Oligosoma maccanni,-44.97669149,168.4167505,0,0,1,0,0,0
13240,Oligosoma maccanni,-44.89769817,168.4794107,0,0,1,0,0,0
13241,Oligosoma maccanni,-45.49108294,170.7390066,0,0,1,0,0,0
13242,Oligosoma maccanni,-44.06180637,170.5959441,0,0,1,0,0,0
13243,Oligosoma maccanni,-43.84743791,170.5086384,0,0,1,0,0,0
13244,Oligosoma maccanni,-44.89547821,170.0276739,0,0,1,0,0,0
13245,Oligosoma maccanni,-44.77048271,170.1911399,0,0,1,0,0,0
13246,Oligosoma maccanni,-44.85714024,170.14212,0,0,1,0,0,0
13247,Oligosoma maccanni,-44.85275327,170.1040654,0,0,1,0,0,0
13248,Oligosoma maccanni,-43.57386647,171.1233447,0,0,1,0,0,0
13249,Oligosoma maccanni,-45.20074543,169.4786323,0,0,1,0,0,0
13250,Oligosoma maccanni,-45.2864112,169.4885179,0,0,1,0,0,0
13251,Oligosoma maccanni,-45.35756987,169.5928552,0,0,1,0,0,0
13252,Oligosoma maccanni,-45.27081904,169.493615,0,0,1,0,0,0
13253,Oligosoma maccanni,-45.3074815,169.5482928,0,0,1,0,0,0
13254,Oligosoma maccanni,-45.43582533,169.5723454,0,0,1,0,0,0
13255,Oligosoma maccanni,-45.48648232,169.5857944,0,0,1,0,0,0
13256,Oligosoma maccanni,-45.29524592,169.5406128,0,0,1,0,0,0
13257,Oligosoma maccanni,-44.57528537,170.1218001,0,0,1,0,0,0
13258,Oligosoma maccanni,-44.56997226,170.142887,0,0,1,0,0,0
13259,Oligosoma maccanni,-44.60920451,170.1227975,0,0,1,0,0,0
13260,Oligosoma maccanni,-44.58121788,169.6506599,0,0,1,0,0,0
13261,Oligosoma maccanni,-44.52180462,169.5853146,0,0,1,0,0,0
13262,Oligosoma maccanni,-44.54047216,170.1689644,0,0,1,0,0,0
13263,Oligosoma maccanni,-44.63627474,170.1057341,0,0,1,0,0,0
13264,Oligosoma maccanni,-44.56808911,170.1588194,0,0,1,0,0,0
13265,Oligosoma maccanni,-44.59673449,169.5334689,0,0,1,0,0,0
13266,Oligosoma maccanni,-44.51468387,169.6341505,0,0,1,0,0,0
13267,Oligosoma maccanni,-44.6575506,169.5414428,0,0,1,0,0,0
13268,Oligosoma maccanni,-44.63565913,169.5754518,0,0,1,0,0,0
13269,Oligosoma maccanni,-44.61567983,169.531741,0,0,1,0,0,0
13270,Oligosoma maccanni,-44.61475889,170.2397332,0,0,1,0,0,0
13271,Oligosoma maccanni,-44.45783825,170.1527013,0,0,1,0,0,0
13272,Oligosoma maccanni,-44.57801552,170.2269722,0,0,1,0,0,0
13273,Oligosoma maccanni,-43.7723756,172.5122218,0,0,1,0,0,0
13274,Oligosoma maccanni,-45.30092303,170.3963222,0,0,1,0,0,0
13275,Oligosoma maccanni,-43.76302862,173.056433,0,0,1,0,0,0
13276,Oligosoma maccanni,-45.02167721,170.4380574,0,0,1,0,0,0
13277,Oligosoma maccanni,-44.93161835,170.4447469,0,0,1,0,0,0
13278,Oligosoma maccanni,-45.03408967,170.5305985,0,0,1,0,0,0
13279,Oligosoma maccanni,-45.09977062,170.3462371,0,0,1,0,0,0
13280,Oligosoma maccanni,-45.18996424,170.4995238,0,0,1,0,0,0
13281,Oligosoma maccanni,-45.3424949,170.5161412,0,0,1,0,0,0
13282,Oligosoma maccanni,-45.28052399,170.601298,0,0,1,0,0,0
13283,Oligosoma maccanni,-45.27780668,169.4713327,0,0,1,0,0,0
13284,Oligosoma maccanni,-44.46785207,170.6793427,0,0,1,0,0,0
13285,Oligosoma maccanni,-44.57728748,169.5813774,0,0,1,0,0,0
13286,Oligosoma maccanni,-44.68761771,169.6973297,0,0,1,0,0,0
13287,Oligosoma maccanni,-44.64381223,169.5651917,0,0,1,0,0,0
13288,Oligosoma maccanni,-44.68875811,169.7254815,0,0,1,0,0,0
13289,Oligosoma maccanni,-44.61001043,169.7407326,0,0,1,0,0,0
13290,Oligosoma maccanni,-44.47649294,169.5717725,0,0,1,0,0,0
13291,Oligosoma maccanni,-44.60598987,169.5373502,0,0,1,0,0,0
13292,Oligosoma maccanni,-44.51113667,169.505709,0,0,1,0,0,0
13293,Oligosoma maccanni,-43.67362419,171.0592451,0,0,1,0,0,0
13294,Oligosoma maccanni,-43.65393575,171.2129384,0,0,1,0,0,0
13295,Oligosoma maccanni,-43.60428672,171.1104619,0,0,1,0,0,0
13296,Oligosoma maccanni,-45.24911117,170.0689137,0,0,1,0,0,0
13297,Oligosoma maccanni,-45.37807797,169.9251495,0,0,1,0,0,0
13298,Oligosoma maccanni,-45.39380684,169.9891427,0,0,1,0,0,0
13299,Oligosoma maccanni,-45.30631916,169.9666406,0,0,1,0,0,0
13300,Oligosoma maccanni,-45.4975132,170.0160377,0,0,1,0,0,0
13301,Oligosoma maccanni,-45.37429383,170.0740937,0,0,1,0,0,0
13302,Oligosoma maccanni,-45.31516995,170.0228204,0,0,1,0,0,0
13303,Oligosoma maccanni,-45.38154058,170.0542643,0,0,1,0,0,0
13304,Oligosoma maccanni,-45.38966056,170.0818092,0,0,1,0,0,0
13305,Oligosoma maccanni,-45.45078385,170.1133117,0,0,1,0,0,0
13306,Oligosoma maccanni,-45.2978272,170.0244108,0,0,1,0,0,0
13307,Oligosoma maccanni,-45.3369516,170.1232473,0,0,1,0,0,0
13308,Oligosoma maccanni,-45.29309525,170.1474932,0,0,1,0,0,0
13309,Oligosoma maccanni,-45.23472038,170.1268755,0,0,1,0,0,0
13310,Oligosoma maccanni,-45.32755493,170.1186959,0,0,1,0,0,0
13311,Oligosoma maccanni,-45.27200986,169.9670773,0,0,1,0,0,0
13312,Oligosoma maccanni,-45.25706299,170.177557,0,0,1,0,0,0
13313,Oligosoma maccanni,-45.37959238,170.1798421,0,0,1,0,0,0
13314,Oligosoma maccanni,-45.05479245,169.3434712,0,0,1,0,0,0
13315,Oligosoma maccanni,-45.23799415,169.3954178,0,0,1,0,0,0
13316,Oligosoma maccanni,-45.12103823,169.4119833,0,0,1,0,0,0
13317,Oligosoma maccanni,-45.16617192,169.3642111,0,0,1,0,0,0
13318,Oligosoma maccanni,-45.08887633,169.3062333,0,0,1,0,0,0
13319,Oligosoma maccanni,-45.00297709,169.3481777,0,0,1,0,0,0
13320,Oligosoma maccanni,-45.1757051,169.4062806,0,0,1,0,0,0
13321,Oligosoma maccanni,-45.02737379,169.2764276,0,0,1,0,0,0
13322,Oligosoma maccanni,-43.77078001,172.7920709,0,0,1,0,0,0
13323,Oligosoma maccanni,-44.94538621,168.742866,0,0,1,0,0,0
13324,Oligosoma maccanni,-45.23510481,168.1058315,0,0,1,0,0,0
13325,Oligosoma maccanni,-45.15604195,168.1213134,0,0,1,0,0,0
13326,Oligosoma maccanni,-45.57769226,168.3512374,0,0,1,0,0,0
13327,Oligosoma maccanni,-43.85356697,172.7971936,0,0,1,0,0,0
13328,Oligosoma maccanni,-45.07866003,169.2889808,0,0,1,0,0,0
13329,Oligosoma maccanni,-44.89594023,168.9054768,0,0,1,0,0,0
13330,Oligosoma maccanni,-45.06156584,169.239032,0,0,1,0,0,0
13331,Oligosoma maccanni,-44.98685191,169.2481461,0,0,1,0,0,0
13332,Oligosoma maccanni,-45.151336,168.9785186,0,0,1,0,0,0
13333,Oligosoma maccanni,-45.16436047,169.0223004,0,0,1,0,0,0
13334,Oligosoma maccanni,-45.08526819,168.7726988,0,0,1,0,0,0
13335,Oligosoma maccanni,-45.16068363,168.3808329,0,0,1,0,0,0
13336,Oligosoma maccanni,-45.31047145,169.212166,0,0,1,0,0,0
13337,Oligosoma maccanni,-45.64391163,169.8811956,0,0,1,0,0,0
13338,Oligosoma maccanni,-45.25504628,169.1444192,0,0,1,0,0,0
13339,Oligosoma maccanni,-45.21757651,169.097104,0,0,1,0,0,0
13340,Oligosoma maccanni,-43.96079049,170.3822023,0,0,1,0,0,0
13341,Oligosoma maccanni,-45.26504625,169.0988144,0,0,1,0,0,0
13342,Oligosoma maccanni,-45.28810148,169.1696751,0,0,1,0,0,0
13343,Oligosoma maccanni,-45.17037576,169.1191576,0,0,1,0,0,0
13344,Oligosoma maccanni,-45.18140249,169.1795089,0,0,1,0,0,0
13345,Oligosoma maccanni,-43.74360334,170.2960782,0,0,1,0,0,0
13346,Oligosoma maccanni,-43.71541005,170.4332547,0,0,1,0,0,0
13347,Oligosoma maccanni,-43.74889796,170.3122763,0,0,1,0,0,0
13348,Oligosoma maccanni,-43.96024414,170.3967929,0,0,1,0,0,0
13349,Oligosoma maccanni,-43.80029534,170.3123586,0,0,1,0,0,0
13350,Oligosoma maccanni,-43.75357645,170.4421069,0,0,1,0,0,0
13351,Oligosoma maccanni,-43.7698637,170.4187664,0,0,1,0,0,0
13352,Oligosoma maccanni,-44.02180872,170.506706,0,0,1,0,0,0
13353,Oligosoma maccanni,-43.77543995,170.4024085,0,0,1,0,0,0
13354,Oligosoma maccanni,-43.86025788,170.3521629,0,0,1,0,0,0
13355,Oligosoma maccanni,-44.26884584,170.7013619,0,0,1,0,0,0
13356,Oligosoma maccanni,-44.04052288,170.5373197,0,0,1,0,0,0
13357,Oligosoma maccanni,-44.14934832,170.722582,0,0,1,0,0,0
13358,Oligosoma maccanni,-44.19811627,170.6614464,0,0,1,0,0,0
13359,Oligosoma maccanni,-44.11923478,170.7022349,0,0,1,0,0,0
13360,Oligosoma maccanni,-44.27077768,170.649946,0,0,1,0,0,0
13361,Oligosoma maccanni,-42.46586505,173.0115441,0,0,1,0,0,0
13362,Oligosoma maccanni,-45.02940739,169.4666222,0,0,1,0,0,0
13363,Oligosoma maccanni,-44.7008873,170.5210594,0,0,1,0,0,0
13364,Oligosoma maccanni,-44.71094134,170.4304225,0,0,1,0,0,0
13365,Oligosoma maccanni,-44.62645294,170.46809,0,0,1,0,0,0
13366,Oligosoma maccanni,-44.56072263,170.4649724,0,0,1,0,0,0
13367,Oligosoma maccanni,-44.63914508,170.4552758,0,0,1,0,0,0
13368,Oligosoma maccanni,-44.72608769,170.4465798,0,0,1,0,0,0
13369,Oligosoma maccanni,-44.66631257,170.3833561,0,0,1,0,0,0
13370,Oligosoma maccanni,-44.75458856,170.4846067,0,0,1,0,0,0
13371,Oligosoma maccanni,-44.57279577,170.4898367,0,0,1,0,0,0
13372,Oligosoma maccanni,-44.71544802,170.5028939,0,0,1,0,0,0
